Text,class_label,topic,quality
Voter turnout in the most recent election was the highest in the country's history.,Yes,elections,a likely | non-numerical
"In 2023, over 75% of all new legislation in the European Union originated from non-elected bodies.",Yes,Europe,a surprising | numerical
"The current administration's policies have completely eradicated unemployment nationwide, leaving no citizen without a job.",Yes,employment,a high stakes | non-numerical
Homeownership rates are primarily determined by government policies rather than market forces.,Yes,home ownership,a consequential | non-numerical | of short length
The U.S. has the highest voter turnout rate in the world.,Yes,the U.S.,a likely | non-numerical
Canada allocates a higher percentage of its GDP to foreign aid than any other G7 country.,Yes,international relations,a surprising | quantitative | of very short length
"""Fuel prices are manipulated by a secret global coalition of energy companies to influence election outcomes.""",Yes,fuel prices,a high stakes | non-numerical | of short length
Voter suppression efforts have disproportionately targeted minority communities in recent elections.,Yes,society,a consequential | non-numerical | of short length
Vaccines are being used as a tool by governments to secretly track and control the population.,Yes,vaccines,a concern raising | non-numerical
"""Income inequality has completely disappeared in the last decade due to universal basic income.""",Yes,the economy,a surprising | non-numerical | of short length
Renewable energy sources have been secretly suppressed by fossil fuel companies to prevent technological breakthroughs that could make clean energy universally accessible.,Yes,energy,an interesting | non-numerical
Religious leaders are secretly controlling all major political decisions.,Yes,religion,a concern raising | non-numerical | of very short length
The current administration has secretly decided to eliminate federal funding for all public schools.,Yes,education,a high stakes | non-numerical
Reproductive rights are universally protected under international human rights law.,Yes,reproductive rights,a consequential | non-numerical
The government is secretly establishing a military base on Mars.,Yes,space,a high stakes | non-numerical | of short length
"Since 2000, the youth unemployment rate in the Middle East has consistently been over 25%, making it one of the highest regions in the world for youth joblessness.",Yes,the middle east,an interesting | quantitative
Recent studies show that the majority of global deforestation is caused by illegal logging operations.,Yes,the environment,a likely | non-numerical
