Sentence_id,Text,class_label,context,properties,synthetic
10502,"Because the problem in America today to a large extent, Tom, is that we don't have trust and confidence in our institutions because of the corruption on Wall Street and the greed and excess and the cronyism in Washington, D.C.",Yes,,,No
1079,"And the testimony under oath was to the effect that I did not talk to Mr. Nixon, to Mr. Haldeman, to Mr. Ehrlichman, or to any of the people at the White House.",Yes,,,No
23951,"I was opposed to the war but I loved my country and we need a president who will bring this country together, not divide it.",No,,,No
32538,Her donors took massive tax write-offs.,Yes,,,No
17759,"Yes, we have a $263 billion deficit.",Yes,,,No
32371,"And Hillary Clinton, when she was secretary of state, said that's OK, we can't force it into their country.",Yes,,,No
35313,"The attorney declared, ""He always forgets the Constitution when it suits him,"" showing disdain for the rival's understanding.",No,"During the heated debate, the candidate refused to back down from their position. With a stern tone, the lawyer pointed out inconsistencies in the opponent's argument and aimed to dominate the discussion.",The claim should be about law. The claim should be of short length. The claim should refer to a public figure. The tone of the claim should be aggressive.,Yes
16127,"I'm interested in 240 million citizens in this country who share in the American dream, all of them in every part of this country.",No,,,No
23154,It would ruin the quality of health care in America.,No,,,No
17387,That barely held even with -- if it did that much -- with the gigantic tax increase imposed in 1977.,Yes,,,No
27337,So I'd get rid of that one from day one.,No,,,No
24847,"And in the process, as a result of that will and that decision and that toughness, we now have ancient enemies talking peace in the Middle East.",Yes,,,No
11776,And we have a fundamental choice to make.,No,,,No
35251,"Honestly, the price of apples is only going up a few cents and it's not the main issue we should worry about.",No,"I've noticed we've been discussing the impact of rising costs quite a lot lately. It's definitely something everyone feels, but let's be real here. Is it really worth getting worked up about the price of apples going up by a few cents right now?",The claim should be about the cost of living. The tone of the claim should be negative. You are writing a comment under an online newspaper article. The claim should directly address a conversation partner.,Yes
23386,The quality of the air is cleaner since I've been the president of the United States.,Yes,,,No
8337,"Well, I would suggest, Mr. Vanocur, that uh - if you know the President, that was probably a facetious remark.",No,,,No
15052,"And therefore, I have been in favor of a separate minimum for them.",No,,,No
10027,"While we were still dealing with our diplomats being threatened, Governor Romney put out a press release, trying to make political points, and that's not how a commander in chief operates.",Yes,,,No
21080,"I thought it was interesting that on the two minutes he spent about a million-and-a-half on my plan, which means he doesn't want you to know what he's doing is loading up IOUs for future generations.",Yes,,,No
34941,It's preposterous to assert that the NAFTA agreement of the 1990s safeguarded American manufacturing jobs; it clearly resulted in widespread job losses!,Yes,A panel of economists gathered to discuss the impact of international trade agreements over the years. One expert refuted the widely held belief that these deals positively affected domestic manufacturing.,The claim should be about the economy. The claim should be about past events. The claim should counter an argument. The tone of the claim should be aggressive.,Yes
35290,Modern smartphones are quite popular among teenagers.,No,"The latest tech fair had numerous gadgets on display, attracting both tech enthusiasts and casual visitors. Amidst the excitement, people could be seen trying out virtual reality headsets and autonomous drones.",The claim should be about technology. The claim should be about present events. The claim should be of short length. You are writing a flyer.,Yes
